fixture_key,competition,season,split,source_date,source_time,source_time_semantics,kickoff_utc,kickoff_utc_status,home_team,away_team,home_goals,away_goals,result,outcome_usage,avg_close_home,avg_close_draw,avg_close_away,close_source_class,open_price_status,goldbet_status,source_row_sha256,home_elo_pre,away_elo_pre,elo_diff,form_ppg_diff,goal_balance_diff,venue_ppg_diff,opponent_elo_diff,home_prior_matches,away_prior_matches,same_date_information_used
0c10feaeb6faae74c9418194,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-05,20:15,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Benfica,Arouca,4,0,H,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,1.13,8.25,19.24,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,6d6a03a3dd48059213ab0f48d04669be7b620e52b7e9e0bcde3e4d0cd91ba377,1500.0,1500.0,0.0,,,,,0,0,False
4546b8b8f82e0c82c01c6e07,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-06,15:30,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Rio Ave,Vizela,0,1,A,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,2.12,3.23,3.6,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,1d23ad3ab4318dbc3fcb1338177d7f3189d78c6d551ea330aac17a36ae6df42a,1500.0,1500.0,0.0,,,,,0,0,False
0c9d20e52a9abb99f30480c6,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-06,18:00,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Estoril,Famalicao,2,0,H,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,2.51,3.1,2.95,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,362211d9db931a0cc15f1d3496a4f877f6210b330758a8829aa0f9894a9f1777,1500.0,1500.0,0.0,,,,,0,0,False
61f816bdb3f39ab7d32efd03,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-06,20:30,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Porto,Maritimo,5,1,H,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,1.16,7.39,16.26,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,2d4cbb614e59a94e96027739bfc884a9b3b69bac452f457569a96c3ac4ce2b7a,1500.0,1500.0,0.0,,,,,0,0,False
9b745852d72569e3a041fd56,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-07,15:30,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Santa Clara,Casa Pia,0,0,D,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,2.16,3.13,3.61,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,13ce923e8648e74725b8c375399151e6d685185dd7c2512f5a1dc3a329185d90,1500.0,1500.0,0.0,,,,,0,0,False
555ef07e487f8c495f7cbffe,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-07,18:00,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Sp Braga,Sp Lisbon,3,3,D,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,4.01,3.49,1.91,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,574e5da0627fb61dd70196db3aad9e6deacc462b9605717235caaac797bb6c86,1500.0,1500.0,0.0,,,,,0,0,False
30e31015863d311bb6a4af8d,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-07,20:30,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Chaves,Guimaraes,0,1,A,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,2.6,3.18,2.74,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,5e7006a1fd3a847dbd4d1b30bdcde4c4a5175480bb2b71f54d3c2baaabd856d4,1500.0,1500.0,0.0,,,,,0,0,False
d2a8e3947d4827ed3a6f1e06,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-07,20:30,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Portimonense,Boavista,0,1,A,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,2.29,3.14,3.31,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,f1747fb546157bf3637502962d2a5dfc33f99dbeecf602ccf09c48f54dfc6e0b,1500.0,1500.0,0.0,,,,,0,0,False
540f19b167215f738c330535,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-08,20:15,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Gil Vicente,Pacos Ferreira,1,0,H,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,1.99,3.29,3.94,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,0c5d66b25213598acfb88299fd2aa01899d96cbcfdb513ff27aa744ac7305a52,1500.0,1500.0,0.0,,,,,0,0,False
60bc9bdde04feea75517ae88,Primeira Liga,2022/2023,DEVELOPMENT,2022-08-12,20:15,MATCH_KICKOFF_TIME_TIMEZONE_NOT_STATED_BY_SOURCE,,NOT_VERIFIED_DO_NOT_INFER,Famalicao,Sp Braga,0,3,A,EVALUATION_ONLY_JOIN_AFTER_PREMATCH_FEATURE_FREEZE,3.87,3.64,1.91,EXTERNAL_HISTORICAL_MARKET_BENCHMARK,NOT_AVAILABLE,NOT_GOLDBET,852c5f680c6304f717b28a04012ec938b4ded723248e1295be34656c30a6bb38,1491.7099735734362,1498.2900264265638,-6.580052853127654,-1.0,-2.0,,0.0,1,1,False
